"m_id","forename","surname","dob","dob_approx","dob_position","dod","age_y","STAT_spouse","STAT_sibling","STAT_parent","STAT_children","ETURL"
1268,"Hinnah","Tu'mah","1885-04-10",0,NULL,"1976-06-28",27,NULL,NULL,NULL,1,"https://www.encyclopedia-titanica.org/titanic-survivor/hanna-youssef-touma.html"
1269,"Mariyam","Tu'mah","1902-10-16",0,NULL,"1953-08-12",9,NULL,1,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/maria-youssef-mary-thomas-touma.html"
1270,"Jirjis Yūsuf","Tu'mah","1904-02-09",0,NULL,"1991-12-09",8,NULL,1,1,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/georges-youssef-george-thomas-touma.html"
1271,"Stjepan","Turčin","1876-00-00",1,NULL,"1912-04-15",36,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/stjepan-turcin.html"
1272,"Anna Sofia","Turja","1893-06-20",0,NULL,"1982-12-20",18,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/anna-sofia-turja.html"
1273,"Hedwig","Turkula","1847-06-05",0,NULL,"1922-04-03",64,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/hedwig-turkula.html"
1274,"Austin Blyler","van Billiard","1877-02-09",0,NULL,"1912-04-15",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/austin-blyler-van-billiard.html"
1275,"James William","van Billiard","1901-08-20",0,NULL,"1912-04-15",10,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/james-william-van-billiard.html"
1276,"Walter John","van Billiard","1903-02-28",0,NULL,"1912-04-15",9,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/walter-john-van-billiard.html"
1277,"Johannes Josef","Van de Velde","1876-08-04",0,NULL,"1912-04-15",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/johannes-josef-van-de-velde.html"
1278,"Leo Peter","Van den Steen","1883-07-06",0,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/leo-peter-van-den-steen.html"
1279,"Jean Baptiste","Van Impe","1875-07-18",0,NULL,"1912-04-15",36,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/jean-baptiste-van-impe.html"
1280,"Rosalie Paula","Van Impe","1881-08-25",0,NULL,"1912-04-15",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/rosalie-paula-van-impe.html"
1281,"Catharina","Van Impe","1901-07-22",0,NULL,"1912-04-15",10,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/catharina-van-impe.html"
1282,"Philemon","van Melckebeke","1889-01-01",0,NULL,"1912-04-15",23,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/philemon-van-melckebeke.html"
1283,"Victor","Vandercruyssen","1865-10-10",0,NULL,"1912-04-15",46,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/victor-vandercruyssen.html"
1284,"Julius","Vanderplancke","1881-02-08",0,NULL,"1912-04-15",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/julius-vanderplancke.html"
1285,"Emelie Maria","Vanderplancke","1880-12-10",0,NULL,"1912-04-15",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/emelie-maria-vanderplancke.html"
1286,"Augusta Maria","Vanderplancke","1893-12-30",0,NULL,"1912-04-15",18,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/augusta-maria-vanderplancke.html"
1287,"Leo Edmondus","Vanderplancke","1896-09-17",0,NULL,"1912-04-15",15,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/leo-edmondus-vanderplancke.html"
1288,"Nestor Cyriel","Vandewalle","1883-09-23",0,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/nestor-cyriel-vandewalle.html"
1289,"David","Vartanian","1890-04-15",0,NULL,"1966-08-03",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/david-vartanian.html"
1290,"Olof Edvin","Wendel","1891-05-02",0,NULL,"1912-04-15",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/olof-edvin-vendel.html"
1291,"Hulda Amanda Adolfina","Veström","1897-07-11",0,NULL,"1912-04-15",14,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/hulda-amanda-adolfina-vestrom.html"
1292,"Janko","Vovk","1891-00-00",1,NULL,"1912-04-15",21,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/janko-vovk.html"
1293,"Achille","Waelens","1889-05-14",0,NULL,"1912-04-15",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/achille-waelens.html"
1294,"Frederick","Ware","1877-00-00",1,NULL,"1912-04-15",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/frederick-ware.html"
1295,"Charles William","Warren","1881-00-00",1,NULL,"1912-04-15",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/charles-william-warren.html"
1296,"Yūsuf Ahmad","Waznah","1889-00-00",1,NULL,"1912-04-15",23,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/yousif-ahmed-wazli.html"
1297,"James","Webber","1846-00-00",1,NULL,"1912-04-15",66,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/james-webber.html"
1298,"August","Wennerström","1884-04-24",0,NULL,"1950-11-22",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/august-wennerstrom.html"
1299,"Carl Peter","Widegren","1861-03-06",0,NULL,"1912-04-15",51,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/carl-charles-peter-widegren.html"
1300,"Karl Johan","Wiklund","1893-08-12",1,NULL,"1912-04-15",18,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/karl-johan-wiklund.html"
1301,"Jakob Alfred","Wiklund","1894-09-15",1,NULL,"1912-04-15",17,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/jakob-alfred-wiklund.html"
1302,"Ellen","Wilkes","1864-06-13",0,NULL,"1955-04-27",47,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/ellen-wilkes.html"
1303,"Aaron","Willer","1875-00-00",1,NULL,"1912-04-15",37,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/aaron-willer.html"
1304,"Edward John","Willey","1891-00-00",1,NULL,"1912-04-15",21,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/edward-willey.html"
1305,"Howard Hugh","Williams","1884-00-00",1,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/howard-hugh-harry-williams.html"
1306,"Leslie","Williams","1888-00-00",1,NULL,"1912-04-15",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/leslie-williams.html"
1307,"Einar","Windeløv","1890-12-29",1,NULL,"1912-04-15",21,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/einar-windelov.html"
1308,"Albert","Wirz","1894-05-19",0,NULL,"1912-04-15",17,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/albert-wirz.html"
1309,"Philippe","Wiseman","1858-11-18",1,NULL,"1912-04-15",53,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/phillippe-wiseman.html"
1310,"Camilius Aloysius","Wittevrongel","1875-12-17",0,NULL,"1912-04-15",36,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/camilius-aloysius-wittevrongel.html"
1311,"Antūn Mūsà","Yazbak","1885-00-00",1,NULL,"1912-04-15",27,1,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/antoni-yasbeck.html"
1312,"Sīlānah Iskandar Nāsīf Abī Dāghir","Yazbak","1894-07-15",0,NULL,"1966-03-10",15,1,1,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/selini-celiney-yazbeck.html"
1313,"Jirjis Yūsuf","Abī Sa'b","1867-00-00",1,NULL,"1912-04-15",45,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/gerios-yousseff-abi-saab.html"
1314,"Gerios","Youssiff (Sam'aan)","1867-00-00",1,NULL,"1912-04-15",45,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/gerios-youssiff-samaan.html"
1315,"Ortin","Zakarian","1885-00-00",1,NULL,"1912-04-15",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/ortin-zakarian.html"
1316,"Mapriededer","Zakarian","1890-00-00",1,NULL,"1912-04-15",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/mapriededer-zakarian.html"
1317,"Leo","Zimmermann","1883-02-20",0,NULL,"1912-04-15",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/leo-zimmermann.html"
1318,"John","Anderson","1870-00-00",1,NULL,"1914-06-30",42,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/john-anderson.html"
1319,"Ernest Edward","Archer","1876-07-10",0,NULL,"1917-10-17",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/ernest-edward-archer.html"
1320,"Henry Joseph","Bailey","1865-06-22",0,NULL,"1943-03-12",46,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/joseph-henry-bailey.html"
1321,"Joseph Groves","Boxhall","1884-03-23",0,NULL,"1967-04-25",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/joseph-groves-boxhall.html"
1322,"Thomas Henry","Bradley","1883-04-26",1,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/t-bradley.html"
1323,"Walter Thomas","Brice","1869-12-29",0,NULL,"1928-12-02",42,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/walter-brice.html"
1324,"Arthur John","Bright","1869-08-02",0,NULL,"1955-10-15",42,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/arthur-john-bright.html"
1325,"Edward John","Buley","1885-06-20",0,NULL,"1917-12-12",26,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/edward-john-buley.html"
1326,"Frederick Charles","Clench","1878-09-29",0,NULL,"1930-00-00",33,NULL,1,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/frederick-clench.html"
1327,"George James","Clench","1881-00-00",1,NULL,"1912-04-15",31,NULL,1,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/george-clench.html"
1328,"Frank","Couch","1884-08-11",0,NULL,"1912-04-15",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/frank-couch.html"
1329,"Stephen James","Davis","1873-03-20",0,NULL,"1912-04-15",39,NULL,1,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/stephen-james-davis.html"
1330,"Alfred Frank","Evans","1887-02-03",0,NULL,"1964-02-01",25,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/alfred-frank-evans.html"
1331,"Frank Oliver","Evans","1884-05-15",0,NULL,"1952-05-19",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/frank-oliver-evans.html"
1332,"Frederick","Fleet","1887-10-15",0,NULL,"1965-01-10",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/frederick-fleet.html"
1333,"John","Foley","1865-09-14",0,NULL,"1934-09-18",46,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/john-foley.html"
1334,"James","Forward","1884-11-24",0,NULL,"0000-00-00",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/james-forward.html"
1335,"Albert","Haines","1880-05-05",0,NULL,"1933-06-06",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/albert-haines.html"
1336,"William","Harder","1872-06-02",0,NULL,"1947-12-06",39,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/william-harder.html"
1337,"Samuel Ernest","Hemming","1868-12-24",0,NULL,"1928-04-12",43,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/samuel-hemming.html"
1338,"Robert","Hichens","1882-09-16",0,NULL,"1940-09-23",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/robert-hichens.html"
1339,"George Alfred","Hogg","1883-03-07",0,NULL,"1946-00-00",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/george-alfred-hogg.html"
1340,"Harry","Holman","1883-00-00",1,NULL,"1912-04-15",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/harry-holman.html"
1341,"Robert John","Hopkins","1868-12-01",0,NULL,"1943-11-17",43,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/robert-john-hopkins.html"
1342,"Albert Edward James","Horswill","1879-03-26",0,NULL,"1962-04-07",33,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/albert-edward-james-horswill.html"
1343,"Sidney","Humphreys","1859-08-15",0,NULL,"1919-09-03",52,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/sidney-humphreys.html"
1344,"John Hall","Hutchinson","1884-00-00",1,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/john-hall-hutchinson.html"
1345,"Archie","Jewell","1888-12-04",0,NULL,"1917-04-17",23,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/archie-jewell.html"
1346,"Thomas William","Jones","1877-11-15",0,NULL,"1967-06-00",34,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/thomas-william-jones.html"
1347,"Thomas Walter","King","1869-05-09",0,NULL,"1912-04-15",42,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/thomas-walter-king.html"
1348,"Reginald Robinson","Lee","1870-05-19",0,NULL,"1913-08-06",41,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/reginald-robinson-lee.html"
1349,"Charles Herbert","Lightoller","1874-03-30",0,NULL,"1952-12-08",38,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/charles-herbert-lightoller.html"
1350,"Harold Godfrey","Lowe","1882-11-21",0,NULL,"1944-05-12",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/harold-godfrey-lowe.html"
1351,"William Arthur","Lucas","1886-04-21",0,NULL,"1921-09-22",25,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/william-lucas.html"
1363,"William Francis Norman","O'Loughlin","1849-00-00",1,NULL,"1912-04-15",63,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-francis-norman-oloughlin.html"
1364,"Frank","Osman","1885-03-28",0,NULL,"1938-06-08",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/frank-osman.html"
1365,"Charles Henry","Pascoe","1867-03-17",0,NULL,"1937-00-00",45,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/charles-pascoe.html"
1366,"Walter John","Perkis","1874-08-11",0,NULL,"1954-08-04",37,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/walter-john-perkis.html"
1367,"William Chapman","Peters","1886-01-10",0,NULL,"1950-00-00",26,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/william-chapman-peters.html"
1368,"Herbert John","Pitman","1877-11-20",0,NULL,"1961-12-07",34,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/herbert-john-pitman.html"
1369,"John Thomas","Poingdestre","1884-11-16",0,NULL,"0000-00-00",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/john-thomas-poingdestre.html"
1370,"George Thomas","Rowe","1881-03-20",1,NULL,"1974-02-14",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/george-thomas-rowe.html"
1371,"Robert James","Sawyer","1880-08-21",0,NULL,"1912-04-15",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/robert-james-sawyer.html"
1372,"Joseph George","Scarrott","1878-04-25",0,NULL,"1938-08-19",33,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/joseph-george-scarrott.html"
1373,"John Edward","Simpson","1875-03-01",0,NULL,"1912-04-15",37,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/john-edward-simpson.html"
1374,"Edward John","Smith","1850-01-27",0,NULL,"1912-04-15",62,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/edward-john-smith.html"
1375,"William","Smith","1886-00-00",1,NULL,"1912-04-15",26,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-smith.html"
1376,"George Thomas Macdonald","Symons","1888-02-23",0,NULL,"1950-12-03",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/george-thomas-macdonald-symons.html"
1377,"Frederick","Tamlyn","1888-10-27",0,NULL,"1912-04-15",23,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/frederick-tamlyn.html"
1378,"Charles William Frederick","Taylor","1871-04-27",0,NULL,"1912-04-15",40,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/c-taylor.html"
1379,"Bertram","Terrell","1893-00-00",1,NULL,"1912-04-15",19,NULL,1,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/bertram-terrell.html"
1380,"Philip Francis","Vigott","1879-10-06",0,NULL,"1941-07-02",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/philip-francis-vigott.html"
1381,"William Clifford","Weller","1881-11-20",0,NULL,"1954-05-01",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/william-clifford-weller.html"
1382,"Henry Tingle","Wilde","1872-09-21",0,NULL,"1912-04-15",39,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/henry-tingle-wilde.html"
1383,"William","Wynn","1870-11-13",0,NULL,"1945-00-00",41,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/william-wynn.html"
1384,"William Thomas","Abrams","1878-00-00",1,NULL,"1912-04-15",34,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-thomas-abrams.html"
1385,"Robert John","Adams","1885-06-07",0,NULL,"1912-04-15",26,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/r-adams.html"
1386,"Henry","Allen","1882-00-00",1,NULL,"1912-04-15",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/henry-allen.html"
1387,"Ernest Frederick","Allen","1888-02-10",0,NULL,"1968-12-27",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/ernest-frederick-allen.html"
1388,"Alfred Samuel","Allsop","1876-00-00",1,NULL,"1912-04-15",36,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/alfred-samuel-allsop.html"
1389,"James Albert","Avery","1891-09-03",0,NULL,"1915-12-17",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/james-frank-avery.html"
1390,"George Frank","Bailey","1866-04-09",0,NULL,"1912-04-15",46,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/george-bailey.html"
1391,"Richard","Baines","1854-00-00",1,NULL,"1912-04-15",58,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/richard-baines.html"
1392,"Charles","Barnes","1883-00-00",1,NULL,"1912-04-15",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/charles-barnes.html"
1393,"John Joseph","Bannon","1877-12-19",0,NULL,"1912-04-15",34,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/john-bannon.html"
1394,"Charles Henry","Barlow","1881-07-08",1,NULL,"1912-04-15",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/charles-barlow.html"
1395,"John","Barnes","1872-00-00",1,"A","1912-04-15",39,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/john-barnes.html"
1396,"Frederick William","Barrett","1883-01-10",1,NULL,"1931-03-03",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/frederick-barrett.html"
1397,"Frederick William","Barrett","1879-01-10",0,NULL,"1912-04-15",33,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/frederick-william-barrett.html"
1398,"Joseph John","Beattie","1871-10-01",0,NULL,"1912-04-15",40,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/joseph-beattie.html"
1399,"George William","Beauchamp","1888-03-09",0,NULL,"1965-04-05",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/george-william-beauchamp.html"
1400,"Joseph","Bell","1861-03-12",0,NULL,"1912-04-15",51,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/joseph-bell.html"
1401,"Frank","Bendell","1888-09-17",0,NULL,"1912-04-15",23,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/f-bendell.html"
1402,"George Alfred","Bennett","1881-07-23",0,NULL,"1912-04-15",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/george-alfred-bennett.html"
1403,"Edward","Benville","1864-04-16",0,NULL,"1912-04-15",47,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/e-benville.html"
1404,"William Edward Lowe","Bessant","1871-08-08",0,NULL,"1912-04-15",40,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-edward-bessant.html"
1405,"Joseph Henry","Bevis","1890-00-00",1,NULL,"1912-04-15",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/joseph-henry-bevis.html"
1406,"Reginald Charles","Biddlecombe","1880-05-11",0,NULL,"1912-04-15",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/charles-biddlecombe.html"
1407,"Edward Charles","Biggs","1891-08-30",0,NULL,"1912-04-15",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/edward-charles-biggs.html"
1408,"James","Billows","1892-00-00",1,NULL,"1912-04-15",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/j-billow.html"
1409,"Walter William","Binstead","1891-11-09",0,NULL,"1959-00-00",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/walter-binstead.html"
1410,"Alexander","Black","1884-00-00",1,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/alexander-black.html"
1411,"D.","Black","1871-00-00",1,NULL,"1912-04-15",41,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/d-black.html"
1412,"Albert Edward","Blackman","1889-00-00",1,NULL,"1912-04-15",23,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/h-blackman.html"
1413,"Percival Albert","Blake","1889-10-16",0,NULL,"1968-00-00",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/percival-albert-blake.html"
1414,"John Douglas Stanley George","Blake","1886-03-02",1,NULL,"1912-04-15",26,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/seaton-blake.html"
1415,"Thomas Henry","Blake","1875-00-00",1,NULL,"1912-04-15",37,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/thomas-blake.html"
1416,"James","Blaney","1880-01-10",0,NULL,"1912-04-15",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/james-blaney.html"
1417,"Eustace Horatius","Blann","1890-11-01",0,NULL,"1912-04-15",21,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/eustace-horatius-blann.html"
1418,"William Thomas","Bott","1866-02-06",0,NULL,"1912-04-15",46,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/w-bott.html"
1419,"Patrick Joseph","Bradley","1873-10-12",0,NULL,"1912-04-15",38,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/patrick-joseph-bradley.html"
1420,"Harry","Brewer","1882-00-00",1,NULL,"1912-04-15",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/henry-harry-brewer.html"
1421,"J.","Brooks","1887-00-00",1,NULL,"1912-04-15",25,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/j-brooks.html"
1422,"John","Brown","1884-00-00",1,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/john-brown.html"
1423,"Joseph","Brown","1882-00-00",1,NULL,"1912-04-15",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/joseph-james-brown.html"
1424,"Albert","Briant","1877-06-26",0,NULL,"1912-04-15",34,NULL,1,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/albert-briant.html"
1425,"Arthur Peckham","Burroughs","1877-10-13",0,NULL,"1912-04-15",34,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/arthur-burroughs.html"
1426,"Edward John","Burton","1877-02-26",0,NULL,"1912-04-15",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/edward-john-burton.html"
1427,"William John","Butt","1881-05-18",0,NULL,"1912-04-15",30,NULL,1,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-john-butt.html"
1428,"Hugh","Calderwood","1879-00-00",1,NULL,"1912-04-15",33,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/hugh-calderwood.html"
1429,"John","Canner","1872-01-02",0,NULL,"1912-04-15",40,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/j-canner.html"
1430,"Richard Stephen","Carr","1884-12-26",0,NULL,"1912-04-15",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/richard-stephen-carr.html"
