survived,age,gender,joined,nationality,class,title,spouse,sibling,parent,children
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,44,Male,Southampton,English,2nd,Mr,0,0,0,0
1,29,Female,Southampton,English,2nd,Mrs,0,0,0,0
0,28,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,43,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
0,18,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,42,Male,Southampton,American,1st,Mr,0,0,0,0
1,35,Female,Southampton,American,1st,Mrs,0,0,0,0
1,40,Male,Southampton,American,1st,Mr,0,0,0,0
1,NA,Female,Southampton,Finnish,3rd,Miss,0,0,0,0
0,21,Male,Southampton,English,2nd,Mr,0,0,0,0
0,29,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,43,Male,Belfast,Irish,crew,Mr,0,0,0,0
0,NA,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
1,33,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,36,Male,Belfast,English,crew,Mr,0,0,0,0
1,41,Male,Southampton,Other,2nd,Mr,0,0,0,0
0,45,Male,Belfast,English,crew,Mr,0,0,0,0
1,26,Female,Southampton,English,3rd,Miss,0,0,0,0
0,63,Male,Southampton,English,2nd,Mr,0,0,0,0
0,61,Female,Southampton,English,2nd,Mrs,0,0,0,0
0,31,Male,Belfast,English,crew,Mr,0,0,0,0
1,38,Male,Southampton,American,1st,Mr,0,0,0,0
0,43,Male,Cherbourg,American,1st,Mr,0,0,0,0
1,33,Female,Southampton,American,1st,Mrs,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,42,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,21,Male,Southampton,Other,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,52,Male,Southampton,English,crew,Mr,0,0,0,0
1,23,Male,Southampton,English,crew,Mr,0,1,0,0
0,34,Male,Southampton,English,2nd,Mr,0,0,0,0
0,27,Male,Southampton,English,crew,Mr,0,1,0,0
0,40,Male,Southampton,English,crew,Mr,0,0,0,0
1,23,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
1,19,Male,Southampton,English,crew,Mr,0,0,0,0
1,31,Male,Southampton,Other,3rd,Mr,0,0,0,0
1,1,Male,Southampton,American,2nd,other,0,0,0,0
1,NA,Female,Southampton,Finnish,2nd,Mrs,0,0,0,0
0,NA,Male,Cherbourg,Syrian,3rd,Mr,0,0,0,0
1,18,Female,Cherbourg,Syrian,3rd,Mrs,0,0,0,0
0,NA,Male,Cherbourg,Syrian,3rd,Mr,0,0,0,0
1,39,Female,Southampton,Other,1st,Miss,0,0,0,0
0,31,Male,Southampton,English,crew,Mr,0,0,0,0
1,17,Female,Southampton,Other,2nd,Miss,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,17,Female,Southampton,Finnish,3rd,Miss,0,1,0,0
0,25,Female,Southampton,Finnish,3rd,Miss,0,1,0,0
0,19,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,crew,Mr,0,0,0,0
0,20,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,50,Female,Cherbourg,American,1st,Miss,0,0,0,0
1,49,Male,Southampton,English,1st,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Female,Cherbourg,Syrian,3rd,Miss,0,0,0,0
0,NA,Female,Cherbourg,Syrian,3rd,Miss,0,0,0,0
0,30,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Female,Southampton,Other,3rd,Mrs,0,0,0,0
0,42,Male,Southampton,Other,2nd,Mr,0,0,0,0
1,24,Female,Southampton,English,2nd,Mrs,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,38,Male,Southampton,Other,crew,Mr,0,0,0,0
1,NA,Male,Cherbourg,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,Other,crew,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
0,29,Male,Southampton,Other,crew,Mr,0,0,0,0
1,21,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
0,21,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,46,Male,Southampton,Other,2nd,Mr,0,0,0,0
0,28,Male,Southampton,English,crew,Mr,0,0,0,0
0,24,Male,Southampton,Other,2nd,Mr,0,1,0,0
0,21,Male,Southampton,Other,2nd,Mr,0,1,0,0
0,32,Male,Southampton,English,2nd,Mr,0,0,0,0
0,55,Male,Belfast,English,crew,Mr,0,0,0,0
0,24,Male,Southampton,Other,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,48,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,1,0,0
1,26,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
1,23,Female,Cherbourg,Other,2nd,Mrs,0,0,0,0
1,24,Female,Southampton,Other,crew,Miss,0,0,0,0
1,23,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,crew,Mr,0,0,0,0
1,29,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,34,Male,Southampton,Finnish,3rd,Mr,0,0,0,0
0,22,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
0,33,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
0,31,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
1,32,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
1,4,Male,Southampton,Other,3rd,other,0,1,1,0
1,1,Female,Southampton,Other,3rd,Miss,0,1,1,0
0,NA,Male,Southampton,American,3rd,Mr,0,0,0,0
0,33,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,19,Male,Southampton,American,3rd,Mr,0,0,0,0
1,27,Female,Southampton,Finnish,3rd,Mrs,0,0,0,2
0,8,Male,Southampton,English,3rd,other,0,0,0,0
0,7,Female,Southampton,English,3rd,Miss,0,0,0,0
0,35,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Female,Southampton,Other,3rd,Mrs,0,1,0,0
1,NA,Male,Belfast,Other,crew,Mr,0,0,0,0
0,17,Male,Southampton,English,crew,Mr,0,0,0,0
0,37,Male,Southampton,English,crew,Mr,0,0,0,0
0,46,Male,Southampton,American,1st,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,34,Male,Southampton,Other,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,NA,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
0,24,Male,Southampton,Other,crew,Mr,0,0,0,0
1,33,Male,Belfast,English,crew,Mr,0,0,0,0
1,31,Male,Southampton,English,crew,Mr,0,0,0,0
0,38,Male,Southampton,English,crew,Mr,0,0,0,0
0,50,Male,Southampton,Other,1st,Mr,0,0,0,0
0,30,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Female,Southampton,Finnish,3rd,Miss,0,0,0,0
0,NA,Female,Southampton,Finnish,3rd,Miss,0,0,0,0
1,32,Male,Southampton,Finnish,3rd,Mr,0,0,0,0
0,27,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
0,17,Male,Southampton,Finnish,3rd,Mr,0,0,0,0
0,21,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,Other,2nd,Mr,0,0,0,0
1,NA,Female,Southampton,Other,2nd,Mrs,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
1,21,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
0,33,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
0,22,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
0,NA,Female,Southampton,American,2nd,Mrs,0,0,0,0
1,NA,Female,Cherbourg,Other,3rd,Miss,0,0,0,0
1,39,Male,Cherbourg,Other,3rd,Mr,0,0,0,0
1,NA,Male,Southampton,Other,crew,Mr,0,0,0,0
0,NA,Male,Cherbourg,Other,3rd,Mr,0,0,0,0
1,46,Female,Queenstown,Irish,2nd,Miss,0,0,0,0
0,NA,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
0,35,Male,Queenstown,Irish,2nd,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,25,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,30,Male,Southampton,English,crew,Mr,0,0,0,0
0,33,Male,Southampton,English,1st,Mr,0,0,0,0
0,19,Male,Southampton,English,crew,Mr,0,0,0,0
1,20,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
1,22,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
0,NA,Male,Southampton,Irish,crew,Mr,0,0,0,0
0,19,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
0,23,Male,Belfast,Other,crew,Mr,0,0,0,0
1,48,Female,Southampton,English,2nd,Mrs,0,0,0,0
1,22,Male,Southampton,English,crew,Mr,0,0,0,0
0,43,Male,Belfast,English,crew,Mr,0,0,0,0
1,24,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,Other,crew,Mr,0,0,0,0
0,58,Male,Cherbourg,American,1st,Mr,0,0,0,0
0,41,Male,Southampton,American,1st,Mr,0,0,0,0
1,40,Female,Southampton,American,1st,Mrs,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,26,Male,Southampton,Other,crew,Mr,0,0,0,0
0,36,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Cherbourg,Syrian,3rd,Mr,0,0,0,0
0,NA,Female,Cherbourg,Syrian,3rd,Mrs,0,0,0,0
0,NA,Male,Cherbourg,Syrian,3rd,Mr,0,0,0,0
0,34,Male,Southampton,Irish,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,26,Male,Queenstown,Irish,3rd,Mr,0,1,0,0
0,22,Male,Queenstown,Irish,3rd,Mr,0,1,0,0
0,21,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
1,42,Male,Southampton,American,1st,Mr,1,0,0,0
1,45,Female,Southampton,American,1st,Mrs,1,0,0,0
0,36,Male,Southampton,English,crew,Mr,0,0,0,0
0,18,Male,Southampton,English,crew,Mr,0,0,0,0
0,28,Male,Southampton,Irish,crew,Mr,0,0,0,0
0,42,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Female,Southampton,Other,3rd,Miss,0,2,0,0
1,29,Male,Southampton,Other,3rd,Mr,1,2,0,1
0,26,Male,Southampton,Other,3rd,Mr,0,2,0,0
1,4,Female,Southampton,Other,3rd,Miss,0,0,2,0
1,26,Female,Southampton,Other,3rd,Mrs,1,0,0,1
0,30,Male,Southampton,English,crew,Mr,0,0,0,0
0,35,Male,Southampton,English,crew,Mr,0,0,0,0
0,43,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Queenstown,Other,2nd,other,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,41,Male,Southampton,American,1st,Mr,0,0,0,0
0,1,Female,Southampton,Swedish,3rd,Miss,0,0,0,0
0,18,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
0,36,Female,Southampton,Swedish,3rd,Mrs,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,46,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,42,Male,Belfast,Irish,crew,Mr,0,0,0,0
1,44,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Cherbourg,Other,3rd,Mr,0,0,0,0
1,25,Male,Cherbourg,Other,3rd,Mr,0,0,0,0
1,29,Female,Southampton,Other,1st,Miss,0,0,0,0
0,23,Male,Southampton,Other,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,31,Male,Southampton,Swedish,2nd,Mr,0,0,0,0
0,19,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Cherbourg,Syrian,3rd,Mr,0,0,0,0
0,34,Female,Southampton,American,2nd,Mrs,0,0,0,0
0,35,Male,Southampton,Finnish,2nd,other,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,38,Female,Southampton,Finnish,3rd,Miss,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
1,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,31,Male,Queenstown,Irish,2nd,Mr,0,0,0,0
1,22,Female,Southampton,Swedish,3rd,Miss,0,0,0,0
0,33,Male,Southampton,English,crew,Mr,0,0,0,0
0,16,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
1,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
1,1,Female,Cherbourg,Other,2nd,Miss,0,1,2,0
1,3,Female,Cherbourg,Other,2nd,Miss,0,1,2,0
0,25,Male,Cherbourg,Other,2nd,Mr,1,0,0,2
1,22,Female,Cherbourg,Other,2nd,Mrs,1,0,0,2
0,29,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
0,29,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
0,55,Male,Belfast,English,crew,Mr,0,0,0,0
1,40,Female,Southampton,English,crew,Miss,0,0,0,0
0,36,Male,Belfast,English,crew,Mr,0,0,0,0
1,49,Female,Southampton,American,1st,other,0,0,0,0
0,22,Male,Southampton,Other,crew,Mr,0,0,0,0
1,50,Female,Southampton,English,crew,Mrs,0,0,0,0
1,29,Male,Southampton,English,crew,Mr,0,0,0,0
0,17,Male,Southampton,English,crew,Mr,0,0,0,0
1,41,Male,Southampton,English,crew,Mr,0,0,0,0
0,5,Male,Southampton,Other,3rd,other,0,0,0,0
0,3,Female,Southampton,Other,3rd,Miss,0,0,0,0
0,8,Female,Southampton,Other,3rd,Miss,0,0,0,0
0,12,Female,Southampton,Other,3rd,Miss,0,0,0,0
0,35,Male,Southampton,Other,crew,Mr,0,0,0,0
0,40,Female,Southampton,Other,3rd,Mrs,0,0,0,0
1,17,Female,Cherbourg,Other,2nd,Miss,0,0,0,0
0,NA,Male,Southampton,Finnish,3rd,Mr,0,0,0,0
1,31,Female,Southampton,Other,2nd,Miss,0,0,0,0
1,39,Female,Southampton,English,2nd,Mrs,0,0,0,0
0,20,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
0,25,Male,Belfast,Other,crew,Mr,0,0,0,0
1,27,Female,Cherbourg,Other,1st,Miss,0,0,0,0
0,NA,Male,Southampton,English,3rd,Mr,0,0,0,0
1,NA,Male,Cherbourg,Other,1st,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
1,27,Male,Southampton,English,crew,Mr,0,0,0,0
0,30,Male,Cherbourg,American,1st,Mr,0,0,0,0
0,NA,Male,Southampton,English,2nd,Mr,0,0,0,0
0,24,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,20,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,38,Male,Belfast,English,crew,Mr,0,0,0,0
0,42,Male,Southampton,Swedish,1st,Mr,0,0,0,0
0,25,Female,Southampton,Swedish,3rd,Miss,0,0,0,0
0,45,Female,Southampton,English,3rd,Miss,0,0,0,0
0,36,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
0,30,Female,Southampton,Swedish,3rd,Mrs,0,0,0,0
1,20,Male,Southampton,Finnish,3rd,Mr,0,1,0,0
1,30,Male,Southampton,English,crew,Mr,0,0,0,0
1,55,Female,Cherbourg,Swedish,1st,Mrs,0,0,0,0
0,21,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
1,16,Female,Cherbourg,American,1st,Miss,0,0,1,0
1,50,Female,Cherbourg,American,1st,Mrs,0,0,0,1
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Queenstown,Irish,2nd,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
1,40,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,31,Male,Southampton,Other,3rd,Mr,1,0,0,0
0,34,Female,Southampton,Other,3rd,Mrs,1,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,19,Male,Southampton,English,3rd,Mr,0,0,0,0
0,31,Male,Southampton,English,crew,Mr,0,1,0,0
0,29,Male,Southampton,American,1st,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,1,0,0
1,21,Female,Cherbourg,American,1st,Miss,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,30,Male,Southampton,American,1st,Mr,0,0,0,0
0,NA,Male,Southampton,English,2nd,Mr,0,0,0,0
1,42,Female,Southampton,English,2nd,Mrs,0,0,0,0
0,37,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,3rd,Mr,0,0,0,0
1,29,Male,Belfast,Other,crew,Mr,0,0,0,0
1,25,Male,Southampton,English,crew,Mr,0,0,0,0
1,31,Male,Belfast,English,crew,Mr,0,0,0,0
1,29,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,50,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
1,23,Female,Southampton,Swedish,3rd,Miss,0,0,0,0
1,32,Male,Southampton,Swedish,3rd,Mr,0,0,0,0
1,59,Female,Cherbourg,Other,1st,Miss,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Cherbourg,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,25,Male,Southampton,Irish,crew,Mr,0,0,0,0
0,36,Male,Southampton,Other,2nd,Mr,0,0,0,0
0,23,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Female,Southampton,English,2nd,Mrs,0,0,0,0
0,20,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,34,Male,Southampton,English,crew,Mr,0,0,0,0
0,32,Male,Belfast,Other,crew,Mr,0,0,0,0
1,21,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
1,16,Female,Southampton,American,1st,Miss,0,0,1,0
1,24,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,30,Male,Southampton,American,1st,Mr,0,0,0,0
0,20,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
1,20,Female,Southampton,English,1st,Miss,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
1,32,Male,Southampton,English,crew,Mr,0,0,0,0
0,25,Male,Cherbourg,Other,2nd,Mr,0,0,0,0
1,1,Male,Cherbourg,Other,2nd,other,0,0,2,0
0,45,Male,Cherbourg,Other,2nd,Mr,1,0,0,1
1,24,Female,Cherbourg,Other,2nd,Mrs,1,0,0,1
0,32,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
0,NA,Male,Cherbourg,Other,2nd,Mr,0,0,0,0
1,28,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
0,40,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,American,crew,Mr,0,0,0,0
0,NA,Male,Cherbourg,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,27,Male,Southampton,Other,crew,Mr,0,0,0,0
0,NA,Male,Cherbourg,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,28,Female,Southampton,Other,crew,Miss,0,0,0,0
0,39,Male,Southampton,English,crew,Mr,0,0,0,0
1,20,Female,Southampton,English,crew,Miss,0,0,0,0
1,39,Female,Southampton,Other,crew,Mrs,0,0,0,0
0,18,Male,Southampton,American,1st,Mr,0,0,0,0
1,18,Female,Southampton,Other,1st,Mrs,0,0,0,0
1,29,Male,Cherbourg,Other,1st,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,32,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,crew,Mr,0,0,0,0
0,NA,Male,Cherbourg,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,English,2nd,Mr,0,0,0,0
0,20,Male,Southampton,Other,crew,other,0,0,0,0
1,25,Male,Southampton,Other,crew,Mr,0,0,0,0
0,29,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,1,0
0,59,Male,Southampton,English,crew,Mr,0,0,0,1
0,36,Male,Southampton,English,2nd,Mr,0,0,0,0
1,31,Male,Belfast,English,crew,Mr,0,0,0,0
1,24,Female,Cherbourg,Other,1st,other,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
1,25,Male,Southampton,English,crew,Mr,0,0,0,0
0,38,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,46,Male,Southampton,Other,1st,Mr,0,0,0,0
1,24,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
0,54,Male,Southampton,American,1st,Mr,0,0,0,0
1,NA,Male,Southampton,Irish,crew,Mr,0,0,0,0
0,38,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,crew,Mr,0,0,0,0
0,NA,Male,Belfast,Other,crew,Mr,0,0,0,0
1,19,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
1,29,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
1,26,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
1,24,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
0,32,Male,Southampton,Other,2nd,Mr,0,0,0,0
0,32,Male,Southampton,Other,2nd,Mr,0,0,0,0
1,31,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
0,37,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
1,29,Male,Southampton,English,crew,Mr,0,0,0,0
0,34,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,36,Male,Southampton,Irish,crew,Mr,0,0,0,0
1,35,Male,Southampton,Irish,1st,Mr,0,0,0,0
1,20,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
1,17,Female,Queenstown,Other,3rd,Miss,0,0,0,0
0,42,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
0,27,Male,Southampton,Irish,crew,Mr,0,0,0,0
0,38,Male,Southampton,English,crew,Mr,0,0,0,0
1,21,Male,Southampton,English,crew,Mr,0,0,0,0
0,46,Male,Southampton,Other,2nd,Mr,0,0,0,0
1,30,Male,Belfast,English,crew,Mr,0,0,0,0
1,NA,Female,Southampton,English,crew,Mrs,0,0,0,0
0,19,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
1,26,Male,Belfast,English,crew,Mr,0,1,0,0
0,NA,Male,Belfast,English,crew,Mr,0,1,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
0,NA,Male,Belfast,English,crew,Mr,0,0,0,0
0,27,Male,Southampton,Irish,3rd,Mr,0,0,0,0
0,19,Female,Southampton,English,3rd,Mrs,0,0,0,0
0,32,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
0,26,Male,Belfast,Irish,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,22,Male,Belfast,Irish,crew,Mr,0,0,0,0
0,62,Female,Southampton,English,3rd,Mrs,0,0,0,0
0,NA,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
0,NA,Female,Southampton,English,3rd,Mrs,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
1,13,Female,Southampton,English,2nd,Miss,0,0,0,0
1,NA,Female,Southampton,English,2nd,Mrs,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
1,19,Male,Southampton,English,2nd,Mr,0,0,0,0
0,48,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,28,Male,Queenstown,Irish,3rd,Mr,0,0,0,0
0,31,Male,Southampton,Other,2nd,Mr,0,0,0,0
0,28,Male,Cherbourg,American,1st,Mr,1,0,0,0
1,25,Female,Cherbourg,American,1st,Mrs,1,0,0,0
0,27,Male,Belfast,Irish,crew,Mr,0,0,0,0
0,24,Male,Southampton,English,crew,Mr,0,0,0,0
1,21,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,English,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,26,Male,Belfast,Other,crew,Mr,0,0,0,0
0,32,Male,Belfast,Irish,crew,Mr,0,0,0,0
0,65,Male,Cherbourg,American,1st,Mr,0,0,0,0
0,48,Male,Southampton,Other,2nd,Mr,0,0,0,0
1,51,Male,Southampton,English,crew,Mr,0,0,0,0
0,44,Male,Queenstown,American,1st,other,0,0,0,0
1,33,Female,Queenstown,American,1st,Miss,0,0,0,0
1,37,Female,Queenstown,American,1st,Mrs,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,46,Male,Southampton,English,crew,Mr,0,0,0,0
0,53,Male,Belfast,Syrian,crew,Mr,0,0,0,0
0,NA,Male,Southampton,English,2nd,Mr,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,NA,Male,Southampton,Other,3rd,Mr,0,0,0,0
1,30,Male,Cherbourg,American,1st,Mr,0,0,0,0
1,23,Female,Queenstown,Irish,3rd,Miss,0,0,0,0
0,27,Male,Southampton,Other,3rd,Mr,0,0,0,0
0,55,Male,Southampton,Other,1st,Mr,0,0,0,0
0,NA,Male,Southampton,Other,crew,other,0,0,0,0
0,NA,Male,Southampton,Other,crew,other,0,0,0,0
0,27,Male,Southampton,Other,2nd,other,0,0,0,0
0,24,Male,Belfast,English,crew,Mr,0,0,0,0
1,7,Male,Southampton,Other,3rd,other,0,0,0,0
1,29,Female,Southampton,Other,3rd,Mrs,0,0,0,0
0,NA,Male,Southampton,English,crew,Mr,0,0,0,0
0,47,Male,Southampton,American,1st,Mr,0,0,0,0
